,Tweet Date,Tweet Id,Text
0,2021-06-04 06:21:33+00:00,1400699224849797125,"Coverage of digital solutions though AniPay mobile application of Instant Payment System expanded.
https://t.co/iCiCDVedhq
#CBAR #CentralBankofAzerbaijan #AniPay https://t.co/l1dSyp5Yx9"
1,2021-06-03 13:07:41+00:00,1400439041892487173,"Uptime marketing agentliyi Mərkəzi Bank tərəfindən təqdim edilən ödəniş sistemi AniPay üçün yeni brand hazırlayıb.
 
#BreakingADS https://t.co/PfZgm7yzvt"
2,2021-05-10 00:26:14+00:00,1391550110337622016,i swear anipay has a meme for everything
3,2021-04-24 15:09:12+00:00,1385974109167931398,Ani Ödənişlər Sistemi (AniPay) https://t.co/eXbF7dj2vQ via @YouTube
4,2021-03-25 07:54:15+00:00,1374993016272822272,galet na galet anipay https://t.co/U09eejA2Im
5,2021-02-07 08:44:43+00:00,1358335874954649606,Также можете AniPay  Использовать для отправки📱🏦💳 https://t.co/YD1qtv7cik
6,2021-01-28 18:14:02+00:00,1354855265951240192,First ever payment with QR Code in Azerbaijan. Salutes to  #AniPay of the #CentralBank of #Azerbaijan. https://t.co/rDS7WEC9cT
7,2021-01-15 05:06:02+00:00,1349945917835796481,"@mr_tural_ Salam, AniPay Mərkəzi Bank tərəfindən hazırlanmış Ani Ödənişlər Sistemidir. Bir mobil tətbiqlə bütün banklardakı hesablarınızı idarə edə biləcəksiniz. Ani Ödənişlər sistemindən qeydiyyatdan keçmiş hər kəsə şifrə göndərilib. Şifrə sizə AÖS mobil portalda qeydiyyat imkanı yaradır."
8,2021-01-14 12:30:08+00:00,1349695294351560705,Bu AniPay nə məsələdi millətə şifrə göndərir.Mənədə gəldi
9,2021-01-07 09:03:31+00:00,1347106581016678401,AniPay - Central Bank of the Republic of Azerbaijan (Finance) https://t.co/gXPmbyyyZs https://t.co/Qada2yPb1F
10,2020-10-04 04:43:19+00:00,1312614251027070976,"""and here i thought onli men had the audacity""
-anipay, 2020"
11,2020-09-02 11:02:01+00:00,1301113144132026368,anipay
12,2020-08-27 14:36:59+00:00,1298992912575823886,@narkotba anipay siyang renehai cicong calai
13,2020-05-11 14:36:09+00:00,1259854812847443970,AniPayはしらんけど、なにがしペイはサ終したよ
14,2020-05-11 14:35:31+00:00,1259854655066181643,AniPayとよんななペイ、どちらのサービスが勝つか
15,2020-01-16 08:32:44+00:00,1217726366675636224,@francisrivz Babaruka anipay
16,2019-11-20 12:20:59+00:00,1197127697194835969,AniPayで回らない寿司が食べたい
17,2019-10-15 03:02:47+00:00,1183941258609217536,Babaruka anipay atori sana buwaya
18,2019-09-12 01:06:53+00:00,1171953292890529792,If any anipay has the fruit from the fruit tart cat bed and doesn't want them let me know I need them for Sam
19,2019-08-12 13:34:47+00:00,1160907484334194689,ANIPayってなに、お兄ちゃんにツケといて！って感じなのか。使い放題だな！
20,2019-07-24 16:06:26+00:00,1154060278381682693,AniPayあるのかよｗｗｗ
